SoundEventId,Category,OutputFile,SourceFile,Volume,PitchMin,PitchMax,SpatialBlend
machinegun_fire_loop,Weapons,machinegun_fire_loop.ogg,kenney_sci-fi-sounds/Audio/laserSmall_000.ogg,0.46,0.94,1.08,0.27
machinegun_fire_loop,Weapons,machinegun_fire_loop_02.ogg,kenney_sci-fi-sounds/Audio/laserSmall_001.ogg,0.46,0.94,1.08,0.27
machinegun_fire_loop,Weapons,machinegun_fire_loop_03.ogg,kenney_sci-fi-sounds/Audio/laserSmall_002.ogg,0.46,0.94,1.08,0.27
machinegun_fire_loop,Weapons,machinegun_fire_loop_04.ogg,kenney_sci-fi-sounds/Audio/laserSmall_003.ogg,0.46,0.94,1.08,0.27
shotgun_fire,Weapons,shotgun_fire.ogg,kenney_sci-fi-sounds/Audio/laserLarge_000.ogg,0.78,0.9,1.03,0.32
shotgun_fire,Weapons,shotgun_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserLarge_001.ogg,0.78,0.9,1.03,0.32
shotgun_fire,Weapons,shotgun_fire_03.ogg,kenney_sci-fi-sounds/Audio/laserLarge_002.ogg,0.78,0.9,1.03,0.32
sniper_charge_start,Weapons,sniper_charge_start.ogg,kenney_digital-audio/Audio/powerUp8.ogg,0.7,0.95,1.04,0.25
sniper_charge_start,Weapons,sniper_charge_start_02.ogg,kenney_digital-audio/Audio/powerUp9.ogg,0.7,0.95,1.04,0.25
sniper_charge_start,Weapons,sniper_charge_start_03.ogg,kenney_digital-audio/Audio/phaserUp4.ogg,0.7,0.95,1.04,0.25
sniper_charge_cancel,Weapons,sniper_charge_cancel.ogg,kenney_digital-audio/Audio/phaserDown1.ogg,0.58,0.95,1.04,0.24
sniper_charge_cancel,Weapons,sniper_charge_cancel_02.ogg,kenney_digital-audio/Audio/phaserDown2.ogg,0.58,0.95,1.04,0.24
sniper_charge_cancel,Weapons,sniper_charge_cancel_03.ogg,kenney_digital-audio/Audio/lowDown.ogg,0.58,0.95,1.04,0.24
sniper_fire,Weapons,sniper_fire.ogg,kenney_sci-fi-sounds/Audio/laserLarge_003.ogg,0.92,0.88,1.02,0.35
sniper_fire,Weapons,sniper_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserLarge_004.ogg,0.92,0.88,1.02,0.35
sniper_fire,Weapons,sniper_fire_03.ogg,kenney_digital-audio/Audio/laser9.ogg,0.92,0.88,1.02,0.35
enemy_alert,Enemies,enemy_alert.ogg,kenney_interface-sounds/Audio/error_004.ogg,0.58,0.96,1.04,0.3
enemy_alert,Enemies,enemy_alert_02.ogg,kenney_interface-sounds/Audio/question_001.ogg,0.58,0.96,1.04,0.3
enemy_alert,Enemies,enemy_alert_03.ogg,kenney_digital-audio/Audio/threeTone2.ogg,0.58,0.96,1.04,0.3
enemy_basic_fire,Enemies,enemy_basic_fire.ogg,kenney_sci-fi-sounds/Audio/laserSmall_001.ogg,0.44,0.94,1.08,0.35
enemy_basic_fire,Enemies,enemy_basic_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserSmall_002.ogg,0.44,0.94,1.08,0.35
enemy_basic_fire,Enemies,enemy_basic_fire_03.ogg,kenney_sci-fi-sounds/Audio/laserSmall_004.ogg,0.44,0.94,1.08,0.35
enemy_shotgun_fire,Enemies,enemy_shotgun_fire.ogg,kenney_sci-fi-sounds/Audio/laserRetro_000.ogg,0.56,0.92,1.05,0.36
enemy_shotgun_fire,Enemies,enemy_shotgun_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserRetro_001.ogg,0.56,0.92,1.05,0.36
enemy_shotgun_fire,Enemies,enemy_shotgun_fire_03.ogg,kenney_sci-fi-sounds/Audio/laserRetro_002.ogg,0.56,0.92,1.05,0.36
enemy_charger_aim_loop,Enemies,enemy_charger_aim_loop.ogg,kenney_digital-audio/Audio/powerUp4.ogg,0.54,0.94,1.04,0.34
enemy_charger_aim_loop,Enemies,enemy_charger_aim_loop_02.ogg,kenney_digital-audio/Audio/powerUp5.ogg,0.54,0.94,1.04,0.34
enemy_charger_aim_loop,Enemies,enemy_charger_aim_loop_03.ogg,kenney_digital-audio/Audio/phaserUp5.ogg,0.54,0.94,1.04,0.34
enemy_charger_fire,Enemies,enemy_charger_fire.ogg,kenney_sci-fi-sounds/Audio/laserLarge_001.ogg,0.7,0.9,1.03,0.36
enemy_charger_fire,Enemies,enemy_charger_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserLarge_002.ogg,0.7,0.9,1.03,0.36
enemy_charger_fire,Enemies,enemy_charger_fire_03.ogg,kenney_digital-audio/Audio/laser8.ogg,0.7,0.9,1.03,0.36
enemy_elite_spread_fire,Enemies,enemy_elite_spread_fire.ogg,kenney_sci-fi-sounds/Audio/laserRetro_003.ogg,0.62,0.93,1.04,0.36
enemy_elite_spread_fire,Enemies,enemy_elite_spread_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserRetro_004.ogg,0.62,0.93,1.04,0.36
enemy_elite_spread_fire,Enemies,enemy_elite_spread_fire_03.ogg,kenney_sci-fi-sounds/Audio/laserSmall_003.ogg,0.62,0.93,1.04,0.36
enemy_elite_big_fire,Enemies,enemy_elite_big_fire.ogg,kenney_sci-fi-sounds/Audio/laserLarge_003.ogg,0.74,0.88,1.02,0.36
enemy_elite_big_fire,Enemies,enemy_elite_big_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserLarge_004.ogg,0.74,0.88,1.02,0.36
enemy_elite_big_fire,Enemies,enemy_elite_big_fire_03.ogg,kenney_digital-audio/Audio/laser7.ogg,0.74,0.88,1.02,0.36
enemy_hit,Enemies,enemy_hit.ogg,kenney_sci-fi-sounds/Audio/impactMetal_003.ogg,0.46,0.88,1.12,0.34
enemy_hit,Enemies,enemy_hit_02.ogg,kenney_sci-fi-sounds/Audio/impactMetal_004.ogg,0.46,0.88,1.12,0.34
enemy_hit,Enemies,enemy_hit_03.ogg,kenney_impact-sounds/Audio/impactMetal_light_001.ogg,0.46,0.88,1.12,0.34
enemy_hit,Enemies,enemy_hit_04.ogg,kenney_impact-sounds/Audio/impactPlate_light_002.ogg,0.46,0.88,1.12,0.34
enemy_death,Enemies,enemy_death.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_000.ogg,0.66,0.9,1.08,0.35
enemy_death,Enemies,enemy_death_02.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_001.ogg,0.66,0.9,1.08,0.35
enemy_death,Enemies,enemy_death_03.ogg,kenney_impact-sounds/Audio/impactMetal_heavy_001.ogg,0.66,0.9,1.08,0.35
enemy_death,Enemies,enemy_death_04.ogg,kenney_impact-sounds/Audio/impactTin_medium_003.ogg,0.66,0.9,1.08,0.35
object_container_hit,Objects,object_container_hit.ogg,kenney_impact-sounds/Audio/impactPlate_light_000.ogg,0.45,0.92,1.1,0.32
object_container_hit,Objects,object_container_hit_02.ogg,kenney_impact-sounds/Audio/impactPlate_light_001.ogg,0.45,0.92,1.1,0.32
object_container_hit,Objects,object_container_hit_03.ogg,kenney_impact-sounds/Audio/impactTin_medium_000.ogg,0.45,0.92,1.1,0.32
object_container_break,Objects,object_container_break.ogg,kenney_impact-sounds/Audio/impactPlate_heavy_000.ogg,0.72,0.9,1.07,0.34
object_container_break,Objects,object_container_break_02.ogg,kenney_impact-sounds/Audio/impactTin_medium_001.ogg,0.72,0.9,1.07,0.34
object_container_break,Objects,object_container_break_03.ogg,kenney_impact-sounds/Audio/impactMetal_medium_002.ogg,0.72,0.9,1.07,0.34
object_debris_hit,Objects,object_debris_hit.ogg,kenney_impact-sounds/Audio/impactMetal_medium_000.ogg,0.55,0.9,1.08,0.34
object_debris_hit,Objects,object_debris_hit_02.ogg,kenney_impact-sounds/Audio/impactMetal_medium_001.ogg,0.55,0.9,1.08,0.34
object_debris_hit,Objects,object_debris_hit_03.ogg,kenney_sci-fi-sounds/Audio/impactMetal_003.ogg,0.55,0.9,1.08,0.34
object_debris_break,Objects,object_debris_break.ogg,kenney_impact-sounds/Audio/impactMetal_heavy_002.ogg,0.82,0.88,1.05,0.36
object_debris_break,Objects,object_debris_break_02.ogg,kenney_impact-sounds/Audio/impactMetal_heavy_003.ogg,0.82,0.88,1.05,0.36
object_debris_break,Objects,object_debris_break_03.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_001.ogg,0.82,0.88,1.05,0.36
object_shipwreck_break,Objects,object_shipwreck_break.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_003.ogg,0.9,0.86,1.03,0.38
object_shipwreck_break,Objects,object_shipwreck_break_02.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_004.ogg,0.9,0.86,1.03,0.38
object_shipwreck_break,Objects,object_shipwreck_break_03.ogg,kenney_sci-fi-sounds/Audio/lowFrequency_explosion_001.ogg,0.9,0.86,1.03,0.38
object_meteor_hit,Objects,object_meteor_hit.ogg,kenney_impact-sounds/Audio/impactMining_000.ogg,0.54,0.88,1.06,0.34
object_meteor_hit,Objects,object_meteor_hit_02.ogg,kenney_impact-sounds/Audio/impactMining_001.ogg,0.54,0.88,1.06,0.34
object_meteor_hit,Objects,object_meteor_hit_03.ogg,kenney_impact-sounds/Audio/impactPunch_heavy_000.ogg,0.54,0.88,1.06,0.34
object_meteor_break,Objects,object_meteor_break.ogg,kenney_impact-sounds/Audio/impactMining_002.ogg,0.76,0.86,1.04,0.36
object_meteor_break,Objects,object_meteor_break_02.ogg,kenney_impact-sounds/Audio/impactMining_003.ogg,0.76,0.86,1.04,0.36
object_meteor_break,Objects,object_meteor_break_03.ogg,kenney_impact-sounds/Audio/impactMining_004.ogg,0.76,0.86,1.04,0.36
core_interact_loop,Boss,core_interact_loop.ogg,kenney_digital-audio/Audio/powerUp6.ogg,0.66,0.94,1.04,0.3
core_interact_loop,Boss,core_interact_loop_02.ogg,kenney_digital-audio/Audio/powerUp7.ogg,0.66,0.94,1.04,0.3
core_interact_loop,Boss,core_interact_loop_03.ogg,kenney_sci-fi-sounds/Audio/forceField_002.ogg,0.66,0.94,1.04,0.3
core_activate,Boss,core_activate.ogg,kenney_digital-audio/Audio/powerUp10.ogg,0.86,0.92,1.02,0.32
core_activate,Boss,core_activate_02.ogg,kenney_digital-audio/Audio/powerUp11.ogg,0.86,0.92,1.02,0.32
core_activate,Boss,core_activate_03.ogg,kenney_sci-fi-sounds/Audio/forceField_004.ogg,0.86,0.92,1.02,0.32
boss_spawn,Boss,boss_spawn.ogg,kenney_sci-fi-sounds/Audio/lowFrequency_explosion_000.ogg,0.96,0.88,1.02,0.38
boss_spawn,Boss,boss_spawn_02.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_004.ogg,0.96,0.88,1.02,0.38
boss_spawn,Boss,boss_spawn_03.ogg,kenney_digital-audio/Audio/lowThreeTone.ogg,0.96,0.88,1.02,0.38
boss_laser_warning,Boss,boss_laser_warning.ogg,kenney_digital-audio/Audio/phaserUp6.ogg,0.76,0.92,1.04,0.34
boss_laser_warning,Boss,boss_laser_warning_02.ogg,kenney_digital-audio/Audio/phaserUp7.ogg,0.76,0.92,1.04,0.34
boss_laser_warning,Boss,boss_laser_warning_03.ogg,kenney_digital-audio/Audio/powerUp12.ogg,0.76,0.92,1.04,0.34
boss_laser_loop,Boss,boss_laser_loop.ogg,kenney_sci-fi-sounds/Audio/laserLarge_004.ogg,0.78,0.9,1.03,0.36
boss_laser_loop,Boss,boss_laser_loop_02.ogg,kenney_digital-audio/Audio/laser9.ogg,0.78,0.9,1.03,0.36
