ArchiveEntry,ExtractedPath,Bytes,SHA256,DurationSeconds,Codec,SampleRate,Channels,Classification,SelectedOrExistingPath,Inspection,Notes
02_UI_모음집1_분할/ui_tick_soft_01.wav,06_Audio/ImportedSource/SoundZip~/02_UI_모음집1_분할/ui_tick_soft_01.wav,158502,67fa469862ed00dc44436870e73379d5fb4fd1e632f6678e9003a920ae75175d,0.55,pcm_s24le,48000,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
02_UI_모음집1_분할/ui_toggle_01.wav,06_Audio/ImportedSource/SoundZip~/02_UI_모음집1_분할/ui_toggle_01.wav,193062,71ac58e9aa549ba34a407a49eb81cb5bc3a3c7f9664c02680413c2c14de33809,0.67,pcm_s24le,48000,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
04_Credit_모음집3_분할/pickup_credit_01.wav,06_Audio/ImportedSource/SoundZip~/04_Credit_모음집3_분할/pickup_credit_01.wav,158856,5152275d90f223fa8e40919e4daa479ce2c815172882f31cdc2ee9ff28d6182f,0.599977,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
04_Credit_모음집3_분할/pickup_credit_02.wav,06_Audio/ImportedSource/SoundZip~/04_Credit_모음집3_분할/pickup_credit_02.wav,174732,75b3ca684a2e60e03255e382b4e617622314714711979432157f64eab7e59a25,0.659977,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
04_Credit_모음집3_분할/pickup_credit_03.wav,06_Audio/ImportedSource/SoundZip~/04_Credit_모음집3_분할/pickup_credit_03.wav,177378,8a8e7742253a9895fdeea67bcac4f626b66e4755a896185466a5f296679f362c,0.669977,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
04_Credit_모음집3_분할/pickup_credit_04.wav,06_Audio/ImportedSource/SoundZip~/04_Credit_모음집3_분할/pickup_credit_04.wav,182670,ba4ca2c4b5d206c5004f235b9ede22d133b9d7489392fe31ad7fce00834fbc3a,0.689977,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
04_Credit_모음집3_분할/pickup_credit_05.wav,06_Audio/ImportedSource/SoundZip~/04_Credit_모음집3_분할/pickup_credit_05.wav,157530,3d720f65a29b2bc9641bfaebe8de31c504e5a40d59fa8ef7631061c205521655,0.594966,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
04_Credit_모음집3_분할/pickup_credit_06.wav,06_Audio/ImportedSource/SoundZip~/04_Credit_모음집3_분할/pickup_credit_06.wav,174732,89acfe164725b78866279699eeef79e433b04353abf7ea64387b8921907cc4d8,0.659977,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
bgm_combat_loop.flac,06_Audio/ImportedSource/SoundZip~/bgm_combat_loop.flac,3561850,400af7e1040708a84d50b7517cc8171bf70f29cd23571b6d00d01e566f35a6d4,33.936009,flac,44100,2,Already present in project - no duplicate selected,06_Audio/BGM/fight.flac,Metadata/source provenance; not auditioned,
bgm_main_menu_loop.wav,06_Audio/ImportedSource/SoundZip~/bgm_main_menu_loop.wav,11641526,9e03f7f7ff23a245f521827b0c09baed58c8384ff7b4d3e2e95587512435a6ae,40.421063,pcm_s24le,48000,2,Already present in project - no duplicate selected,06_Audio/BGM/main_loop.wav,Metadata/source provenance; not auditioned,
bgm_shop_loop.flac,06_Audio/ImportedSource/SoundZip~/bgm_shop_loop.flac,3193400,4115f253086edb5d1305fe503f9505e63a823d8facb1101e99c88afc4c2f8c1d,30.843039,flac,44100,2,Music - out of scope,,Metadata/source provenance; not auditioned,Not used as Settlement ambience; BGM unchanged.
bgm_tutorial_loop.wav,06_Audio/ImportedSource/SoundZip~/bgm_tutorial_loop.wav,4839222,cccc16202e6e573c78f30e6d255dfe8a5d8f2a59c71dc002529f22bc6d3f9edc,27.428571,pcm_s16le,44100,2,Already present in project - no duplicate selected,06_Audio/BGM/tutri.wav,Metadata/source provenance; not auditioned,
boss_charge_warning.wav,06_Audio/ImportedSource/SoundZip~/boss_charge_warning.wav,277048,a88b2b2a28693ce3b3dc825ddbbfb4d0f5dfc369775679b28e61e3cf4370d8ba,1.56737,pcm_s16le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
boss_impact_heavy.wav,06_Audio/ImportedSource/SoundZip~/boss_impact_heavy.wav,3901524,ee1fd66ef27ea1a9c557848918aec67637ab5a35d31fa5dccec507e607c230ab,5.08,pcm_f32le,96000,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
boss_laser_charge_shot.flac,06_Audio/ImportedSource/SoundZip~/boss_laser_charge_shot.flac,140012,6d5b01290152eb417898e1f998f758c4e5eaa73ef134d89f2065daeb989f2563,2.333333,flac,48000,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
boss_laser_sweep_mechanical.wav,06_Audio/ImportedSource/SoundZip~/boss_laser_sweep_mechanical.wav,3228786,4d0f6538c512b37f2efb6ff39d50d2837580315335f4c999dbb2fc31780055a3,9.149932,pcm_s32le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
boss_phase_riser_hit.wav,06_Audio/ImportedSource/SoundZip~/boss_phase_riser_hit.wav,2666580,b0555a1ec2cfa28c56b8f6eab0c4b922451af06710774d2b570497c36beca039,3.472,pcm_f32le,96000,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
boss_phase_riser_long.wav,06_Audio/ImportedSource/SoundZip~/boss_phase_riser_long.wav,7894420,374acab0bd86a099e5cd68c85f04e93b28cb4f46cdb157fbfab6a3f585d624db,10.279083,pcm_f32le,96000,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
curse_alien_glitch.wav,06_Audio/ImportedSource/SoundZip~/curse_alien_glitch.wav,332626,05c89891e871c8025b0bf0d64fd2d55b553d9a59025f8d55ef0afa0e30652058,1.884626,pcm_s16le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
curse_text_tick.wav,06_Audio/ImportedSource/SoundZip~/curse_text_tick.wav,1556,8ead2d798186e81e2726507b28e870fac9a664ad68f326c45c4078f426b9eb5a,0.012494,pcm_s16le,44100,1,Already present in project - no duplicate selected,06_Audio/SFX/Talk/Curse_txt.wav,Metadata/source provenance; not auditioned,
debris_heavy_clunk.wav,06_Audio/ImportedSource/SoundZip~/debris_heavy_clunk.wav,16230,9545e65bb290b554c25d2122cd7e677524f65c96d05efb35b21fe40bda466075,0.050521,pcm_s24le,96000,1,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
debris_small_click.wav,06_Audio/ImportedSource/SoundZip~/debris_small_click.wav,16976,f15de451f263a78120beabc6a02638c4415a1affcfd40fb0ab0893c184e30fdf,0.053094,pcm_s24le,96000,1,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
dialogue_text_tick.wav,06_Audio/ImportedSource/SoundZip~/dialogue_text_tick.wav,2836,e0d091e30646c161f58a1c4cbdfc4e15b65d1c8a0951026440eaac2421c418b4,0.029083,pcm_s16le,48000,1,Already present in project - no duplicate selected,06_Audio/SFX/Talk/test_talk-sfx.wav,Metadata/source provenance; not auditioned,
dialogue_text_tick_low.wav,06_Audio/ImportedSource/SoundZip~/dialogue_text_tick_low.wav,21026,2ec89a67ff93f4ade3ddddf20e7d5ff3396ab8349e727dcdddebaf2a9973073d,0.067073,pcm_s24le,96000,1,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
event_curse_ambient_stinger.wav,06_Audio/ImportedSource/SoundZip~/event_curse_ambient_stinger.wav,4466610,19ba4fdf7a480c1a6e842e29f0c34b3ed856cd2795ad0bfb880f658577ca390a,15.506667,pcm_s24le,48000,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
event_signal_activate.mp3,06_Audio/ImportedSource/SoundZip~/event_signal_activate.mp3,64199,6b050faa2c5a9537cb4124831bb4b17e1ad666fd8f240565ce8c66a5a4438db1,0.866033,mp3,44100,2,Ambiguous - unassigned,,Metadata/source provenance; not auditioned,Audition before any mission/relay/communication assignment; source name is generic or duration unsuitable.
event_transition_woosh.wav,06_Audio/ImportedSource/SoundZip~/event_transition_woosh.wav,3038286,a1bd6d50d031b8cf41fc0aa5d57907cf1956d3ab54056a8403b7224695702474,5.274656,pcm_s24le,96000,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
event_tutorial_anomaly.wav,06_Audio/ImportedSource/SoundZip~/event_tutorial_anomaly.wav,5821936,92d1c9ccdc109788a92575bbe8294f3e442f3d9fe35f3f28247bc671832ad839,22.0,pcm_s24le,44100,2,Ambiguous - unassigned,,Metadata/source provenance; not auditioned,Audition before any mission/relay/communication assignment; source name is generic or duration unsuitable.
Matal/metal_hit.wav,06_Audio/ImportedSource/SoundZip~/Matal/metal_hit.wav,832056,b0380fef6339d3e51c14664e6d7e29728e9a5d6f0adf320e75ab074eb48b84dc,4.714399,pcm_s16le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
pickup_tuning_chip.wav,06_Audio/ImportedSource/SoundZip~/pickup_tuning_chip.wav,465020,a587b36e2d4d03a0d0028346f97fecbda8862df9337a702c8e0b8c74a7346003,1.317438,pcm_f32le,44100,2,Ambiguous - unassigned,,Metadata/source provenance; not auditioned,Byte-identical to nested eating_chip.wav; filename is not evidence of an electronic pickup.
Player/dash.wav,06_Audio/ImportedSource/SoundZip~/Player/dash.wav,182292,ccc00d77b26897f17755125d3fbf02a2cbf005dbb0bc7a456d2388758cc9de24,1.032358,pcm_s16le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/dash2.wav,06_Audio/ImportedSource/SoundZip~/Player/dash2.wav,109418,0f318d48f849425f44145813e4fad9da0d2475bfefd1594ae1fe36f72ab11f24,0.61941,pcm_s16le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/Hit/big_hit.wav,06_Audio/ImportedSource/SoundZip~/Player/Hit/big_hit.wav,10188,089f2908f60be60388b5755195d0f228aa3538431f98bcabedde9272b32889ac,0.115011,pcm_s16le,44100,1,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/Hit/hit.wav,06_Audio/ImportedSource/SoundZip~/Player/Hit/hit.wav,19814,7014b9a9a3757a82bb5609d44ecbcefc07cd7c4d2e58217959547a7239d27617,0.22415,pcm_s16le,44100,1,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/LaserShoot_0.wav,06_Audio/ImportedSource/SoundZip~/Player/LaserShoot_0.wav,133456,b610d9c4491b240797d900221e9419fb919695eebfd2ef091653582ddcf12eae,0.488889,pcm_s24le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/LaserShoot_1.wav,06_Audio/ImportedSource/SoundZip~/Player/LaserShoot_1.wav,169468,6cad66ee84d7bf0cb6d2a9df8c3d354f69473a2f6af36e2d993d0217c0f2d76b,0.624989,pcm_s24le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/LaserShoot_2.wav,06_Audio/ImportedSource/SoundZip~/Player/LaserShoot_2.wav,202546,d0caab85afb3ccaeb51fa2115988ba379abefc1313dca36e1f3f68dc08ddf73b,0.75,pcm_s24le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
Player/LaserShoot_3.wav,06_Audio/ImportedSource/SoundZip~/Player/LaserShoot_3.wav,202546,a688b820313218b61fa0066519ed53995cb5855f56271030f1c0527b87e355b1,0.75,pcm_s24le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
player_dash_heavy.wav,06_Audio/ImportedSource/SoundZip~/player_dash_heavy.wav,105524,9d8cad344c4a653fd58c356db1770d5cb4fad725577b5f7808e9fce12a02fa24,0.597959,pcm_s16le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/Player/dash.wav,Metadata/source provenance; not auditioned,
player_dash_light.wav,06_Audio/ImportedSource/SoundZip~/player_dash_light.wav,51330,e21faf31ed6e61ef2b14acfd3cf441cb779c14759bed7c76479a481cff3d5e2a,0.16,pcm_s24le,48000,2,Already present in project - no duplicate selected,06_Audio/SFX/Player/dash (2).wav,Metadata/source provenance; not auditioned,
Rock/Rock_Impact.wav,06_Audio/ImportedSource/SoundZip~/Compilations/모음집5.wav,8881928,75bc1cdaecb968f50bb3d043da33d20f8890574fe8b0ac7b1908491648383b52,23.094583,pcm_f32le,48000,2,Compilation - manual cutting required,,Metadata/source provenance; not auditioned,Keep separate; manually cut and audition in Cakewalk Sonar. Never bind the whole file.
Rock/ui.mp3 - 바로 가기.lnk,06_Audio/ImportedSource/SoundZip~/Rock/ui.mp3 - 바로 가기.lnk,1293,f82d2fc34990b0c2ecea7e7e347e8650fc62c55922ffc421fd72cadb10da52de,,,,,Non-audio - unused,,Metadata/source provenance; not auditioned,Not executed.
settlement_text_tick.wav,06_Audio/ImportedSource/SoundZip~/settlement_text_tick.wav,5932,583032df5938f9a1ca2477e7e11cb3c508a377c7d828e1d19e27bd39b797ab59,0.066757,pcm_s16le,44100,1,Already present in project - no duplicate selected,06_Audio/SFX/Talk/Settlement_txt.wav,Metadata/source provenance; not auditioned,
sfx_glitch_hit.mp3,06_Audio/ImportedSource/SoundZip~/sfx_glitch_hit.mp3,37533,1bdf256086bcadaec89b331433840826001c3b38216f795657e4eb91e56fb2f2,1.67185,mp3,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
system_shutdown.wav,06_Audio/ImportedSource/SoundZip~/system_shutdown.wav,277268,4d239443f74a3d27c7dfd4727aeb6f807bbfb7b7e6b54c7e21515110d5214f05,1.571565,pcm_s16le,44100,2,Combat/presentation candidate - unassigned,,Metadata/source provenance; not auditioned,Existing combat/dash/text presentation unchanged; requires user audition before future use.
UI/01_ui_click.wav,06_Audio/ImportedSource/SoundZip~/UI/01_ui_click.wav,763894,810615f1d9b2aa1a0acc2cc01de69740b851c256052fb6237fff40edd64637fb,2.871497,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
UI/02_ui_hover.wav,06_Audio/ImportedSource/SoundZip~/UI/02_ui_hover.wav,766276,eab43e81402fa8240bc9f5d119a4a71053e7f5acf2c1ad5a06188650f1f94145,2.880499,pcm_s24le,44100,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
UI/09_ui_unlock.wav,06_Audio/ImportedSource/SoundZip~/UI/09_ui_unlock.wav,1315282,e0eb47f35c415e01101acd0cf5cd5f3bbc0c4a6119e6514393366d77daf8d66e,4.955351,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/09_ui_unlock.wav,Metadata/source provenance; not auditioned,
UI/10_ui_activate.wav,06_Audio/ImportedSource/SoundZip~/UI/10_ui_activate.wav,1138150,c34b76593971ac8d1bd2e99c880b42bd188435ce6f08b47d701d4915988654ba,4.285918,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/10_ui_activate.wav,Metadata/source provenance; not auditioned,
UI/11_ui_deactivate.wav,06_Audio/ImportedSource/SoundZip~/UI/11_ui_deactivate.wav,1076098,e66eb84ded398453305206c31e77b4fc26f872a232d7478b5707b0a8675af411,4.051406,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/11_ui_deactivate.wav,Metadata/source provenance; not auditioned,
UI/ui_cancel_01.wav,06_Audio/ImportedSource/SoundZip~/UI/ui_cancel_01.wav,1077142,a7315388366ce63a3349c37a584155a080bab7a25b8d141e016fcfc8ead8266d,4.055351,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/ui_cancel_01.wav,Metadata/source provenance; not auditioned,
UI/ui_confirm_01.wav,06_Audio/ImportedSource/SoundZip~/UI/ui_confirm_01.wav,1016998,ad6fa8403af2803053a63ea0874e2b0b59de1fe1b9aa7e5dc05a9d78433fee68,3.82805,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/ui_confirm_01.wav,Metadata/source provenance; not auditioned,
UI/ui_execute_01.wav,06_Audio/ImportedSource/SoundZip~/UI/ui_execute_01.wav,1153036,b5d10580ab7afc729d13115bf6c91258b7248ff3c424ec23d6e95a179b9780b7,4.342177,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/ui_execute_01.wav,Metadata/source provenance; not auditioned,
UI/ui_system_close.wav,06_Audio/ImportedSource/SoundZip~/UI/ui_system_close.wav,1518166,1012dab825942fbd0ed8f5b1f8a998e84394e3bef2e99c6442527b19f484e867,5.722109,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/ui_system_close.wav,Metadata/source provenance; not auditioned,
UI/ui_system_open.wav,06_Audio/ImportedSource/SoundZip~/UI/ui_system_open.wav,1518136,bbb34a3eb11a989da182ee8e66bc2e23af527288846b484850384dcb714eaf31,5.721995,pcm_s24le,44100,2,Already present in project - no duplicate selected,06_Audio/SFX/UI/ui_system_open.wav,Metadata/source provenance; not auditioned,
UI/예전거 임시분리/.gitkeep,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,Non-audio - unused,,Metadata/source provenance; not auditioned,Not executed.
UI/예전거 임시분리/action_denied.wav,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/action_denied.wav,146898,34014f649811356cab12220641ac6f4e2d62688063d4f927e0a5976665be931f,0.509396,pcm_s24le,48000,2,Selected - restores existing broken event reference,06_Audio/SFX/UI/action_denied.wav,Metadata/source provenance; not auditioned,Original archive meta matches pre-pass missing GUID; copied audio only; Unity creates new meta.
UI/예전거 임시분리/action_denied.wav.meta,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/action_denied.wav.meta,485,b42a8749be747a97752dc5c7c333e8061f823788b4ffceb975aaeb72aa156807,,,,,Archived metadata - excluded from Unity import,,Metadata/source provenance; not auditioned,Source evidence only. Never copied into production.
UI/예전거 임시분리/action_denied_02.wav,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/action_denied_02.wav,133320,f0a8f2a40cc2bb6a37996988d0d81d5a1385e2191aea099b1353dbf3bbfa8831,0.46225,pcm_s24le,48000,2,Selected - restores existing broken event reference,06_Audio/SFX/UI/action_denied_02.wav,Metadata/source provenance; not auditioned,Original archive meta matches pre-pass missing GUID; copied audio only; Unity creates new meta.
UI/예전거 임시분리/action_denied_02.wav.meta,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/action_denied_02.wav.meta,485,8e7223f7aa83392c77ae656d2de68fa4bc2da697fb4b54bf449b65fdf1c824a7,,,,,Archived metadata - excluded from Unity import,,Metadata/source provenance; not auditioned,Source evidence only. Never copied into production.
UI/예전거 임시분리/action_denied_03.wav,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/action_denied_03.wav,150366,74fb42fc5a6e8ca46966fd180ffc96a2d33134505bb858352972e8d2509c6ad4,0.521438,pcm_s24le,48000,2,Selected - restores existing broken event reference,06_Audio/SFX/UI/action_denied_03.wav,Metadata/source provenance; not auditioned,Original archive meta matches pre-pass missing GUID; copied audio only; Unity creates new meta.
UI/예전거 임시분리/action_denied_03.wav.meta,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/action_denied_03.wav.meta,485,fc928a7c0c90c90acc3a45538079ac5841c171bae8ebf6dd6b3ecbca4d641ed6,,,,,Archived metadata - excluded from Unity import,,Metadata/source provenance; not auditioned,Source evidence only. Never copied into production.
UI/예전거 임시분리/level_up.wav,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/level_up.wav,409192,a557c28ec8d1108b9d2d307602ff7a7506c229bb113fcb74acb3c831467904f6,1.420167,pcm_s24le,48000,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
UI/예전거 임시분리/level_up.wav.meta,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/level_up.wav.meta,485,09c6c2b518c9cc9bdf8c56d446e7d05d7177cc38a216da6212ba0ae8d291eb7d,,,,,Archived metadata - excluded from Unity import,,Metadata/source provenance; not auditioned,Source evidence only. Never copied into production.
UI/예전거 임시분리/level_up_02.wav,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/level_up_02.wav,420934,cc3b9e08ed22b3da374c92b5980d87867ac3b44d94a2685773849a0c8a5a44f1,1.460938,pcm_s24le,48000,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
UI/예전거 임시분리/level_up_02.wav.meta,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/level_up_02.wav.meta,485,29f64d0b245c1e1aafd3c653bb7ed445f29ca14bd091a2dae9af81af2c0b7bc6,,,,,Archived metadata - excluded from Unity import,,Metadata/source provenance; not auditioned,Source evidence only. Never copied into production.
UI/예전거 임시분리/level_up_03.wav,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/level_up_03.wav,386194,3ce8c9d5f55656dbbd385eecabbc3bd80fca391f5852b4cf8baa7a70594629e6,1.340313,pcm_s24le,48000,2,UI/pickup candidate - unassigned,,Metadata/source provenance; not auditioned,Existing authored clips preferred; candidate needs user audition before final binding.
UI/예전거 임시분리/level_up_03.wav.meta,06_Audio/ImportedSource/SoundZip~/UI/예전거 임시분리/level_up_03.wav.meta,485,72620d8f85bbfdc5ebb399818535a119baa9a35ae737af53d38b92b20d262a2a,,,,,Archived metadata - excluded from Unity import,,Metadata/source provenance; not auditioned,Source evidence only. Never copied into production.
