Kind,Number,Id,KoreanName,Category,AssetPath,IconPath
Reinforcement,21,rf_hunter_jammer,추적 교란기,Common,Config/ReinforcementDefinition/Common/21_rf_hunter_jammer.asset,Config/Icons/Reinforcement/Common/21_rf_hunter_jammer.png
Reinforcement,22,rf_warp_flare,워프 조명탄,Common,Config/ReinforcementDefinition/Common/22_rf_warp_flare.asset,Config/Icons/Reinforcement/Common/22_rf_warp_flare.png
Reinforcement,23,rf_scrap_compressor,스크랩 압축기,Common,Config/ReinforcementDefinition/Common/23_rf_scrap_compressor.asset,Config/Icons/Reinforcement/Common/23_rf_scrap_compressor.png
Reinforcement,24,rf_credit_converter,크레딧 변환기,Common,Config/ReinforcementDefinition/Common/24_rf_credit_converter.asset,Config/Icons/Reinforcement/Common/24_rf_credit_converter.png
Reinforcement,25,rf_return_marker,귀환 표식기,Common,Config/ReinforcementDefinition/Common/25_rf_return_marker.asset,Config/Icons/Reinforcement/Common/25_rf_return_marker.png
Reinforcement,26,rf_mg_cooling_core,기관총 냉각 코어,MachineGun,Config/ReinforcementDefinition/MachineGun/26_rf_mg_cooling_core.asset,Config/Icons/Reinforcement/MachineGun/26_rf_mg_cooling_core.png
Reinforcement,27,rf_mg_guidance_drone,유도 보조 드론,MachineGun,Config/ReinforcementDefinition/MachineGun/27_rf_mg_guidance_drone.asset,Config/Icons/Reinforcement/MachineGun/27_rf_mg_guidance_drone.png
Reinforcement,28,rf_mg_suppression_turret,제압 포탑,MachineGun,Config/ReinforcementDefinition/MachineGun/28_rf_mg_suppression_turret.asset,Config/Icons/Reinforcement/MachineGun/28_rf_mg_suppression_turret.png
Reinforcement,29,rf_mg_ammo_capacitor,탄약 캐패시터,MachineGun,Config/ReinforcementDefinition/MachineGun/29_rf_mg_ammo_capacitor.asset,Config/Icons/Reinforcement/MachineGun/29_rf_mg_ammo_capacitor.png
Reinforcement,30,rf_mg_lockon_array,락온 배열기,MachineGun,Config/ReinforcementDefinition/MachineGun/30_rf_mg_lockon_array.asset,Config/Icons/Reinforcement/MachineGun/30_rf_mg_lockon_array.png
Reinforcement,31,rf_sg_breach_shield,돌입 보호막,Shotgun,Config/ReinforcementDefinition/Shotgun/31_rf_sg_breach_shield.asset,Config/Icons/Reinforcement/Shotgun/31_rf_sg_breach_shield.png
Reinforcement,32,rf_sg_cone_emp,원뿔 EMP,Shotgun,Config/ReinforcementDefinition/Shotgun/32_rf_sg_cone_emp.asset,Config/Icons/Reinforcement/Shotgun/32_rf_sg_cone_emp.png
Reinforcement,33,rf_sg_taunt_beacon,도발 비콘,Shotgun,Config/ReinforcementDefinition/Shotgun/33_rf_sg_taunt_beacon.asset,Config/Icons/Reinforcement/Shotgun/33_rf_sg_taunt_beacon.png
Reinforcement,34,rf_sg_impact_booster,충격 증폭기,Shotgun,Config/ReinforcementDefinition/Shotgun/34_rf_sg_impact_booster.asset,Config/Icons/Reinforcement/Shotgun/34_rf_sg_impact_booster.png
Reinforcement,35,rf_sg_escape_thruster,이탈 추진기,Shotgun,Config/ReinforcementDefinition/Shotgun/35_rf_sg_escape_thruster.asset,Config/Icons/Reinforcement/Shotgun/35_rf_sg_escape_thruster.png
Reinforcement,36,rf_sn_focus_lens,집중 렌즈 장비,Sniper,Config/ReinforcementDefinition/Sniper/36_rf_sn_focus_lens.asset,Config/Icons/Reinforcement/Sniper/36_rf_sn_focus_lens.png
Reinforcement,37,rf_sn_rail_overcharge,레일 과충전기,Sniper,Config/ReinforcementDefinition/Sniper/37_rf_sn_rail_overcharge.asset,Config/Icons/Reinforcement/Sniper/37_rf_sn_rail_overcharge.png
Reinforcement,38,rf_sn_scan_marker,스캔 마커,Sniper,Config/ReinforcementDefinition/Sniper/38_rf_sn_scan_marker.asset,Config/Icons/Reinforcement/Sniper/38_rf_sn_scan_marker.png
Reinforcement,39,rf_sn_stasis_anchor,정지 앵커,Sniper,Config/ReinforcementDefinition/Sniper/39_rf_sn_stasis_anchor.asset,Config/Icons/Reinforcement/Sniper/39_rf_sn_stasis_anchor.png
Reinforcement,40,rf_sn_pierce_compressor,관통 압축기,Sniper,Config/ReinforcementDefinition/Sniper/40_rf_sn_pierce_compressor.asset,Config/Icons/Reinforcement/Sniper/40_rf_sn_pierce_compressor.png
